0.22,0.94,0.42
0.22,0.95,0.37
0.23,0.96,0.34
0.23,0.97,0.30
0.24,0.99,0.26
0.24,0.00,0.21
0.24,1.00,0.16
0.24,1.00,0.11
0.24,1.00,0.05
0.21,0.99,-0.06
0.20,0.98,-0.11
0.19,0.97,-0.16
0.19,0.96,-0.21
0.18,0.95,-0.26
0.17,0.94,-0.30
0.18,0.92,-0.35
0.18,0.91,-0.38
0.18,0.90,-0.42
0.15,0.85,-0.48
0.15,0.84,-0.52
0.14,0.82,-0.56
0.12,0.79,-0.58
0.10,0.78,-0.62
0.09,0.76,-0.65
0.07,0.73,-0.66
0.04,0.68,-0.68
0.02,0.66,-0.67
-0.02,0.63,-0.68
-0.03,0.60,-0.68
-0.06,0.56,-0.68
-0.13,0.51,-0.69
-0.18,0.50,-0.71
-0.23,0.48,-0.73
-0.28,0.41,-0.71
-0.38,0.50,-0.76
-0.34,0.43,-0.75
-0.37,0.43,-0.75
-0.38,0.44,-0.76
-0.40,0.43,-0.79
-0.42,0.43,-0.82
-0.47,0.43,-0.87
-0.53,0.42,-0.89
-0.56,0.43,-0.90
-0.61,0.44,-0.92
-0.64,0.47,-0.93
-0.65,0.50,-0.95
-0.68,0.52,-0.98
-0.69,0.55,-0.99
-0.69,0.58,-0.99
-0.69,0.62,-0.98
-0.68,0.65,-0.94
-0.63,0.70,-0.86
-0.64,0.70,-0.82
-0.63,0.73,-0.77
-0.62,0.75,-0.73
-0.62,0.76,-0.68
-0.62,0.76,-0.63
-0.63,0.77,-0.57
-0.65,0.77,-0.50
-0.66,0.78,-0.39
-0.67,0.79,-0.33
-0.68,0.80,-0.27
-0.70,0.83,-0.18
-0.70,0.84,-0.16
-0.71,0.86,-0.14
-0.71,0.88,-0.14
-0.71,0.91,-0.14
-0.71,0.93,-0.14
-0.70,0.94,-0.14
-0.70,0.96,-0.15
-0.70,0.99,-0.16
-0.69,1.04,-0.17
-0.68,1.05,-0.18
-0.67,1.08,-0.18
-0.64,1.09,-0.17
-0.61,1.11,-0.16
-0.59,1.13,-0.17
-0.57,1.16,-0.18
-0.56,1.19,-0.19
-0.54,1.21,-0.18
-0.54,1.21,-0.15
-0.55,1.21,-0.11
-0.55,1.21,-0.06
-0.55,1.21,-0.01
-0.53,1.22,0.04
-0.51,1.22,0.09
-0.52,1.21,0.13
-0.49,1.20,0.18
-0.50,1.17,0.25
-0.51,1.15,0.28
-0.53,1.14,0.32
-0.55,1.13,0.35
-0.57,1.12,0.40
-0.56,1.12,0.45
-0.59,1.08,0.49
-0.64,0.97,0.57
-0.70,0.95,0.59
-0.75,0.95,0.61
-0.78,0.96,0.63
-0.92,0.92,0.65
-1.01,0.91,0.68
-1.05,0.94,0.72
-1.11,0.93,0.74
-1.17,0.92,0.77
-1.24,0.92,0.83
-1.34,0.91,0.83
-1.40,0.91,0.84
-1.47,0.91,0.85
-1.57,0.89,0.86
-1.68,0.87,0.89
-1.81,0.85,0.93
-1.92,0.82,0.96
-2.02,0.78,0.99
-2.23,0.71,1.07
-2.36,0.67,1.09
-2.53,0.63,1.10
-2.75,0.60,1.11
-3.00,0.57,1.11
-3.23,0.54,1.08
-3.44,0.51,1.02
-3.56,0.47,0.99
-3.63,0.43,0.97
-3.70,0.41,0.93
-3.74,0.40,0.91
-3.78,0.39,0.88
-3.84,0.39,0.85
-3.90,0.39,0.82
-3.94,0.41,0.83
-3.97,0.43,0.83
-4.01,0.44,0.82
-4.03,0.43,0.75
-4.01,0.43,0.71
-3.94,0.41,0.72
-3.89,0.39,0.75
-3.87,0.36,0.80
-3.83,0.32,0.85
-3.82,0.29,0.88
-3.81,0.26,0.89
-3.78,0.22,0.92
-3.63,0.23,0.91
-3.55,0.26,0.89
-3.44,0.27,0.88
-3.30,0.31,0.84
-3.18,0.35,0.78
-3.04,0.39,0.75
-2.94,0.40,0.74
-2.87,0.40,0.71
-2.61,0.39,0.66
-2.47,0.40,0.64
-2.35,0.42,0.61
-2.23,0.44,0.59
-2.12,0.46,0.55
-2.01,0.48,0.52
-1.90,0.49,0.49
-1.82,0.50,0.45
-1.75,0.50,0.39
-1.68,0.50,0.34
-1.49,0.50,0.26
-1.41,0.50,0.20
-1.33,0.50,0.15
-1.24,0.51,0.09
-1.14,0.50,0.04
-1.04,0.48,-0.02
-0.96,0.47,-0.06
-0.79,0.43,-0.12
-0.72,0.42,-0.14
-0.65,0.40,-0.15
-0.57,0.40,-0.16
-0.50,0.40,-0.18
-0.45,0.40,-0.20
-0.40,0.40,-0.22
-0.35,0.40,-0.23
-0.32,0.41,-0.23
-0.24,0.42,-0.23
-0.20,0.42,-0.22
-0.15,0.43,-0.22
-0.10,0.46,-0.22
-0.07,0.49,-0.22
-0.04,0.52,-0.22
0.02,0.56,-0.21
0.08,0.59,-0.20
0.19,0.66,-0.14
0.24,0.68,-0.10
0.27,0.69,-0.06
0.28,0.71,-0.02
0.28,0.74,0.01
0.28,0.78,0.05
0.25,0.82,0.07
0.24,0.88,0.10
0.26,0.93,0.13
0.32,0.96,0.17
0.37,0.95,0.18
0.38,0.95,0.19
0.41,0.92,0.20
0.44,0.89,0.21
0.43,0.84,0.25
0.41,0.80,0.26
0.40,0.83,0.20
0.46,0.79,0.20
0.48,0.85,0.22
0.55,0.84,0.22
0.59,0.84,0.24
0.60,0.84,0.25
0.64,0.85,0.20
0.65,0.83,0.19
0.62,0.81,0.22
0.58,0.78,0.27
0.52,0.78,0.34
0.51,0.79,0.35
0.50,0.80,0.37
0.47,0.82,0.38
0.41,0.83,0.39
0.35,0.83,0.41
0.31,0.82,0.43
0.28,0.82,0.44
0.21,0.82,0.45
0.18,0.82,0.46
0.15,0.82,0.47
0.13,0.82,0.48
0.10,0.83,0.48
0.09,0.83,0.49
0.10,0.82,0.50
0.11,0.81,0.53
0.13,0.80,0.53
0.14,0.79,0.54
0.16,0.78,0.55
0.18,0.78,0.55
0.20,0.77,0.55
0.21,0.76,0.55
0.22,0.76,0.55
0.24,0.74,0.57
0.24,0.72,0.58
0.23,0.72,0.59
0.25,0.71,0.59
0.26,0.71,0.59
0.26,0.71,0.58
0.27,0.71,0.57
0.28,0.72,0.57
0.30,0.77,0.56
0.25,0.80,0.55
0.22,0.82,0.55
0.27,0.83,0.56
0.33,0.83,0.57
0.38,0.82,0.57
0.40,0.82,0.55
0.40,0.83,0.50
0.39,0.81,0.45
0.30,0.84,0.40
0.29,0.85,0.41
0.30,0.84,0.41
0.31,0.84,0.43
0.35,0.85,0.45
0.41,0.83,0.43
0.44,0.84,0.39
0.43,0.86,0.36
0.40,0.87,0.34
0.38,0.89,0.35
0.36,0.91,0.34
0.34,0.90,0.33
0.31,0.89,0.33
0.29,0.88,0.32
